Vardas              Pavarde             ND1	   ND2	   ND3	   ND4	   ND5	   ND6	   ND7	   ND8	   ND9	   ND10	  Egz.
Vardas2721          Pavarde2721         7    	4    	5    	9    	7    	10   	9    	10   	4    	9    	6    	
Vardas2722          Pavarde2722         10   	7    	7    	8    	9    	4    	8    	5    	6    	6    	6    	
Vardas2723          Pavarde2723         2    	8    	5    	4    	7    	3    	9    	8    	6    	5    	5    	
Vardas2724          Pavarde2724         4    	8    	2    	7    	2    	4    	2    	8    	4    	4    	6    	
Vardas2725          Pavarde2725         9    	7    	6    	7    	3    	6    	9    	5    	8    	9    	6    	
Vardas2726          Pavarde2726         2    	1    	6    	6    	8    	5    	2    	4    	1    	1    	9    	
Vardas2727          Pavarde2727         10   	7    	3    	5    	9    	6    	8    	1    	5    	1    	4    	
Vardas2728          Pavarde2728         3    	4    	4    	4    	9    	2    	2    	9    	5    	7    	6    	
Vardas2729          Pavarde2729         10   	9    	7    	2    	10   	10   	10   	8    	4    	7    	10   	
Vardas2730          Pavarde2730         1    	9    	6    	1    	5    	4    	1    	5    	5    	7    	1    	
Vardas2731          Pavarde2731         8    	6    	8    	1    	6    	8    	9    	8    	10   	8    	3    	
Vardas2732          Pavarde2732         6    	5    	7    	8    	4    	6    	2    	1    	10   	1    	1    	
Vardas2733          Pavarde2733         7    	4    	4    	3    	6    	1    	3    	1    	9    	8    	7    	
Vardas2734          Pavarde2734         3    	2    	6    	10   	10   	4    	1    	6    	3    	2    	10   	
Vardas2735          Pavarde2735         4    	9    	2    	8    	7    	5    	9    	3    	1    	3    	2    	
Vardas2736          Pavarde2736         8    	6    	3    	6    	3    	10   	7    	9    	1    	2    	8    	
Vardas2737          Pavarde2737         9    	4    	1    	7    	10   	9    	7    	10   	2    	9    	2    	
Vardas2738          Pavarde2738         5    	4    	2    	4    	8    	3    	10   	9    	5    	2    	6    	
Vardas2739          Pavarde2739         10   	5    	1    	3    	8    	10   	3    	3    	7    	6    	3    	
Vardas2740          Pavarde2740         5    	5    	9    	10   	4    	4    	7    	7    	8    	2    	4    	
Vardas2741          Pavarde2741         1    	5    	1    	3    	1    	8    	4    	4    	5    	2    	10   	
Vardas2742          Pavarde2742         8    	4    	2    	7    	9    	7    	7    	3    	9    	5    	5    	
Vardas2743          Pavarde2743         4    	5    	3    	3    	4    	7    	6    	9    	8    	5    	8    	
Vardas2744          Pavarde2744         6    	5    	3    	4    	6    	1    	5    	3    	2    	6    	6    	
Vardas2745          Pavarde2745         9    	7    	5    	5    	10   	3    	10   	2    	9    	3    	2    	
Vardas2746          Pavarde2746         2    	6    	2    	10   	6    	4    	4    	9    	4    	5    	3    	
Vardas2747          Pavarde2747         6    	3    	10   	5    	7    	2    	9    	10   	6    	10   	1    	
Vardas2748          Pavarde2748         1    	8    	6    	7    	1    	2    	3    	10   	1    	10   	10   	
Vardas2749          Pavarde2749         3    	10   	1    	10   	5    	8    	8    	8    	9    	6    	6    	
Vardas2750          Pavarde2750         10   	5    	10   	10   	5    	1    	4    	2    	3    	6    	7    	
Vardas2751          Pavarde2751         10   	5    	6    	1    	5    	3    	4    	3    	1    	7    	1    	
Vardas2752          Pavarde2752         10   	6    	5    	4    	10   	8    	10   	6    	7    	5    	6    	
Vardas2753          Pavarde2753         5    	9    	3    	10   	10   	2    	6    	6    	10   	3    	4    	
Vardas2754          Pavarde2754         7    	9    	10   	9    	8    	1    	1    	9    	4    	2    	7    	
Vardas2755          Pavarde2755         8    	8    	3    	8    	4    	6    	9    	7    	2    	3    	10   	
Vardas2756          Pavarde2756         9    	8    	5    	3    	6    	10   	5    	5    	6    	4    	9    	
Vardas2757          Pavarde2757         5    	6    	2    	1    	6    	7    	1    	2    	7    	3    	8    	
Vardas2758          Pavarde2758         9    	6    	2    	8    	10   	7    	5    	10   	3    	3    	2    	
Vardas2759          Pavarde2759         9    	4    	3    	8    	2    	2    	5    	10   	6    	6    	2    	
Vardas2760          Pavarde2760         1    	7    	9    	5    	1    	1    	5    	5    	5    	8    	7    	
Vardas2761          Pavarde2761         5    	1    	7    	9    	10   	4    	8    	3    	5    	2    	7    	
Vardas2762          Pavarde2762         1    	10   	2    	3    	6    	8    	1    	1    	3    	8    	3    	
Vardas2763          Pavarde2763         10   	2    	10   	4    	2    	6    	9    	10   	9    	6    	10   	
Vardas2764          Pavarde2764         6    	5    	2    	8    	5    	4    	9    	5    	7    	9    	8    	
Vardas2765          Pavarde2765         6    	8    	8    	9    	3    	4    	5    	9    	4    	5    	10   	
Vardas2766          Pavarde2766         10   	4    	5    	8    	6    	7    	3    	9    	5    	4    	6    	
Vardas2767          Pavarde2767         3    	9    	1    	10   	9    	1    	7    	9    	2    	1    	4    	
Vardas2768          Pavarde2768         4    	9    	10   	2    	10   	6    	4    	2    	1    	1    	8    	
Vardas2769          Pavarde2769         1    	3    	3    	3    	8    	2    	6    	4    	3    	6    	6    	
Vardas2770          Pavarde2770         4    	10   	10   	2    	10   	3    	3    	5    	8    	8    	4    	
Vardas2771          Pavarde2771         7    	8    	7    	6    	2    	2    	8    	4    	8    	6    	4    	
Vardas2772          Pavarde2772         5    	7    	2    	4    	2    	4    	5    	3    	4    	8    	10   	
Vardas2773          Pavarde2773         4    	2    	5    	2    	6    	3    	6    	8    	2    	5    	7    	
Vardas2774          Pavarde2774         3    	4    	4    	7    	10   	4    	4    	6    	7    	4    	8    	
Vardas2775          Pavarde2775         6    	7    	2    	4    	10   	8    	7    	2    	8    	2    	2    	
Vardas2776          Pavarde2776         1    	8    	5    	8    	10   	9    	6    	3    	4    	8    	6    	
Vardas2777          Pavarde2777         1    	7    	5    	9    	8    	3    	3    	2    	7    	10   	9    	
Vardas2778          Pavarde2778         8    	3    	10   	1    	10   	3    	2    	2    	2    	6    	2    	
Vardas2779          Pavarde2779         9    	8    	6    	6    	10   	7    	2    	6    	9    	8    	4    	
Vardas2780          Pavarde2780         1    	2    	5    	1    	10   	4    	5    	9    	6    	10   	6    	
Vardas2781          Pavarde2781         10   	10   	2    	7    	10   	8    	1    	4    	4    	2    	2    	
Vardas2782          Pavarde2782         9    	2    	6    	3    	3    	5    	8    	9    	1    	2    	7    	
Vardas2783          Pavarde2783         9    	10   	1    	4    	4    	7    	4    	6    	10   	1    	8    	
Vardas2784          Pavarde2784         9    	5    	3    	8    	3    	8    	9    	4    	7    	3    	3    	
Vardas2785          Pavarde2785         1    	6    	1    	2    	6    	4    	7    	8    	9    	9    	3    	
Vardas2786          Pavarde2786         10   	4    	5    	10   	7    	10   	1    	3    	7    	6    	3    	
Vardas2787          Pavarde2787         4    	1    	1    	10   	5    	10   	1    	7    	6    	4    	1    	
Vardas2788          Pavarde2788         2    	2    	6    	10   	7    	6    	1    	9    	8    	9    	1    	
Vardas2789          Pavarde2789         6    	10   	5    	6    	9    	5    	7    	1    	4    	10   	2    	
Vardas2790          Pavarde2790         10   	6    	6    	10   	10   	10   	7    	3    	3    	2    	2    	
Vardas2791          Pavarde2791         9    	2    	3    	9    	2    	7    	5    	1    	8    	6    	7    	
Vardas2792          Pavarde2792         10   	10   	4    	10   	1    	6    	7    	6    	3    	3    	3    	
Vardas2793          Pavarde2793         8    	1    	6    	3    	5    	5    	4    	4    	7    	2    	9    	
Vardas2794          Pavarde2794         6    	1    	10   	7    	1    	10   	4    	1    	1    	10   	5    	
Vardas2795          Pavarde2795         9    	5    	10   	3    	5    	1    	2    	10   	10   	8    	6    	
Vardas2796          Pavarde2796         2    	3    	7    	2    	3    	8    	6    	10   	1    	5    	8    	
Vardas2797          Pavarde2797         6    	10   	8    	7    	1    	2    	2    	5    	1    	7    	3    	
Vardas2798          Pavarde2798         6    	4    	8    	6    	10   	6    	9    	4    	2    	2    	3    	
Vardas2799          Pavarde2799         5    	7    	6    	4    	7    	9    	3    	3    	1    	2    	2    	
Vardas2800          Pavarde2800         7    	6    	3    	2    	3    	1    	7    	10   	6    	8    	1    	
Vardas2801          Pavarde2801         5    	3    	5    	7    	2    	4    	7    	6    	9    	6    	4    	
Vardas2802          Pavarde2802         3    	7    	10   	9    	8    	10   	6    	6    	2    	2    	7    	
Vardas2803          Pavarde2803         2    	1    	3    	3    	7    	10   	2    	1    	6    	5    	2    	
Vardas2804          Pavarde2804         1    	7    	4    	5    	1    	1    	6    	10   	8    	10   	8    	
Vardas2805          Pavarde2805         1    	8    	2    	4    	1    	10   	7    	4    	1    	5    	2    	
Vardas2806          Pavarde2806         3    	2    	9    	4    	2    	3    	8    	8    	8    	8    	7    	
Vardas2807          Pavarde2807         10   	9    	1    	7    	6    	7    	6    	2    	1    	10   	10   	
Vardas2808          Pavarde2808         4    	9    	6    	2    	3    	6    	1    	8    	1    	10   	9    	
Vardas2809          Pavarde2809         4    	9    	6    	4    	4    	9    	10   	1    	2    	6    	7    	
Vardas2810          Pavarde2810         6    	6    	6    	5    	9    	7    	6    	7    	4    	8    	6    	
Vardas2811          Pavarde2811         8    	9    	9    	7    	1    	2    	9    	4    	6    	2    	4    	
Vardas2812          Pavarde2812         2    	7    	6    	10   	1    	8    	3    	1    	9    	1    	1    	
Vardas2813          Pavarde2813         1    	4    	2    	3    	10   	4    	8    	4    	10   	6    	2    	
Vardas2814          Pavarde2814         7    	6    	1    	5    	6    	7    	8    	3    	10   	3    	8    	
Vardas2815          Pavarde2815         6    	10   	7    	7    	9    	6    	6    	1    	6    	8    	6    	
Vardas2816          Pavarde2816         2    	8    	6    	2    	4    	8    	3    	5    	7    	7    	7    	
Vardas2817          Pavarde2817         6    	7    	1    	9    	9    	3    	9    	3    	10   	6    	1    	
Vardas2818          Pavarde2818         8    	6    	9    	3    	6    	2    	1    	7    	1    	5    	8    	
Vardas2819          Pavarde2819         10   	7    	9    	5    	7    	3    	5    	5    	8    	5    	4    	
Vardas2820          Pavarde2820         2    	1    	2    	2    	8    	10   	1    	4    	4    	2    	7    	
Vardas2821          Pavarde2821         3    	2    	7    	3    	8    	4    	6    	4    	9    	1    	9    	
Vardas2822          Pavarde2822         7    	8    	6    	7    	2    	1    	10   	2    	9    	10   	9    	
Vardas2823          Pavarde2823         1    	1    	10   	10   	3    	4    	5    	6    	4    	8    	1    	
Vardas2824          Pavarde2824         2    	1    	10   	2    	8    	2    	9    	9    	5    	1    	1    	
Vardas2825          Pavarde2825         6    	8    	2    	5    	10   	4    	3    	7    	5    	3    	3    	
Vardas2826          Pavarde2826         1    	1    	5    	9    	2    	4    	9    	8    	6    	2    	9    	
Vardas2827          Pavarde2827         4    	9    	3    	5    	3    	3    	7    	9    	6    	10   	1    	
Vardas2828          Pavarde2828         10   	6    	8    	7    	5    	1    	2    	7    	7    	8    	2    	
Vardas2829          Pavarde2829         6    	5    	5    	6    	1    	4    	9    	4    	6    	5    	8    	
Vardas2830          Pavarde2830         1    	6    	3    	8    	8    	3    	1    	6    	6    	2    	8    	
Vardas2831          Pavarde2831         8    	4    	5    	2    	9    	3    	1    	4    	8    	3    	5    	
Vardas2832          Pavarde2832         7    	2    	6    	8    	2    	3    	6    	5    	8    	4    	1    	
Vardas2833          Pavarde2833         4    	8    	10   	8    	5    	7    	3    	10   	7    	10   	5    	
Vardas2834          Pavarde2834         4    	9    	1    	5    	2    	1    	1    	1    	9    	2    	10   	
Vardas2835          Pavarde2835         1    	6    	10   	10   	9    	7    	8    	10   	10   	9    	7    	
Vardas2836          Pavarde2836         9    	6    	7    	3    	1    	7    	6    	5    	4    	10   	6    	
Vardas2837          Pavarde2837         4    	2    	9    	9    	3    	5    	7    	1    	2    	6    	1    	
Vardas2838          Pavarde2838         7    	5    	9    	10   	1    	3    	8    	1    	10   	6    	6    	
Vardas2839          Pavarde2839         1    	7    	7    	8    	6    	7    	10   	9    	7    	7    	3    	
Vardas2840          Pavarde2840         10   	2    	10   	7    	8    	10   	1    	1    	8    	3    	4    	
Vardas2841          Pavarde2841         8    	5    	10   	3    	10   	8    	10   	1    	1    	4    	5    	
Vardas2842          Pavarde2842         9    	1    	5    	5    	8    	3    	8    	5    	5    	7    	7    	
Vardas2843          Pavarde2843         7    	9    	7    	3    	1    	3    	10   	7    	9    	8    	3    	
Vardas2844          Pavarde2844         1    	2    	3    	2    	10   	1    	4    	7    	9    	4    	9    	
Vardas2845          Pavarde2845         1    	9    	5    	2    	4    	5    	4    	10   	4    	6    	7    	
Vardas2846          Pavarde2846         6    	3    	3    	10   	7    	4    	10   	7    	7    	3    	3    	
Vardas2847          Pavarde2847         5    	10   	4    	1    	9    	2    	2    	1    	7    	3    	6    	
Vardas2848          Pavarde2848         8    	10   	5    	4    	8    	10   	6    	5    	4    	9    	4    	
Vardas2849          Pavarde2849         6    	8    	10   	2    	10   	10   	3    	10   	8    	8    	9    	
Vardas2850          Pavarde2850         4    	8    	5    	9    	2    	1    	3    	4    	8    	7    	1    	
Vardas2851          Pavarde2851         3    	2    	2    	3    	1    	10   	4    	1    	7    	3    	7    	
Vardas2852          Pavarde2852         4    	4    	1    	8    	8    	2    	5    	4    	2    	5    	5    	
Vardas2853          Pavarde2853         6    	2    	8    	4    	8    	10   	9    	8    	9    	10   	1    	
